"","ListingKey","ListingNumber","ListingCreationDate","CreditGrade","Term","LoanStatus","ClosedDate","BorrowerAPR","BorrowerRate","LenderYield","EstimatedEffectiveYield","EstimatedLoss","EstimatedReturn","ProsperRating..numeric.","ProsperRating..Alpha.","ProsperScore","ListingCategory..numeric.","BorrowerState","Occupation","EmploymentStatus","EmploymentStatusDuration","IsBorrowerHomeowner","CurrentlyInGroup","GroupKey","DateCreditPulled","CreditScoreRangeLower","CreditScoreRangeUpper","FirstRecordedCreditLine","CurrentCreditLines","OpenCreditLines","TotalCreditLinespast7years","OpenRevolvingAccounts","OpenRevolvingMonthlyPayment","InquiriesLast6Months","TotalInquiries","CurrentDelinquencies","AmountDelinquent","DelinquenciesLast7Years","PublicRecordsLast10Years","PublicRecordsLast12Months","RevolvingCreditBalance","BankcardUtilization","AvailableBankcardCredit","TotalTrades","TradesNeverDelinquent..percentage.","TradesOpenedLast6Months","DebtToIncomeRatio","IncomeRange","IncomeVerifiable","StatedMonthlyIncome","LoanKey","TotalProsperLoans","TotalProsperPaymentsBilled","OnTimeProsperPayments","ProsperPaymentsLessThanOneMonthLate","ProsperPaymentsOneMonthPlusLate","ProsperPrincipalBorrowed","ProsperPrincipalOutstanding","ScorexChangeAtTimeOfListing","LoanCurrentDaysDelinquent","LoanFirstDefaultedCycleNumber","LoanMonthsSinceOrigination","LoanNumber","LoanOriginalAmount","LoanOriginationDate","LoanOriginationQuarter","MemberKey","MonthlyLoanPayment","LP_CustomerPayments","LP_CustomerPrincipalPayments","LP_InterestandFees","LP_ServiceFees","LP_CollectionFees","LP_GrossPrincipalLoss","LP_NetPrincipalLoss","LP_NonPrincipalRecoverypayments","PercentFunded","Recommendations","InvestmentFromFriendsCount","InvestmentFromFriendsAmount","Investors"
"38","10993590382481129382160",915698,"2013-09-16 17:22:06.757000000","",36,"Current","",0.28544,0.2469,0.2369,0.2165,0.1175,0.099,3,"D",6,15,"NC","Teacher","Employed",361,"True","False","","2013-09-16 17:22:09",640,659,"1995-01-15 00:00:00",10,9,47,6,248,0,1,0,0,52,1,0,8672,0.93,578,32,0.68,1,0.31,"$25,000-49,999","True",3333.333333,"FAB43694073015366865C74",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,6,103613,5000,"2013-09-30 00:00:00","Q3 2013","984D3693821243885D57B9F",197.98,986.5178,498.9,487.6178,-19.88,0,0,0,0,1,0,0,0,1
"39","109A35861259973172F6548",869272,"2013-08-13 16:11:17.173000000","",36,"Current","",0.0893,0.0759,0.0659,0.0647,0.0149,0.0498,7,"AA",9,1,"IL","Other","Other",539,"True","False","","2013-08-13 16:11:05",800,819,"1975-11-21 00:00:00",19,18,39,19,634,1,2,0,0,0,0,0,14038,0.1,90784,35,0.97,1,0.14,"$50,000-74,999","True",6000,"8FC0368986109964785D639",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,7,100006,7000,"2013-08-22 00:00:00","Q3 2013","20EC358601215395612C9D6",218.03,1308.18,1057.13,251.05,-33.08,0,0,0,0,1,0,0,0,151
"40","109D3366077649289619396",24135,"2006-07-11 17:14:14.647000000","B",36,"Completed","2009-10-22 00:00:00",0.15211,0.145,0.14,NA,NA,NA,NA,"",NA,0,"","","",NA,"False","False","67033364510034901E33BC7","2006-07-11 16:44:43.050000000",680,699,"1994-11-01 00:00:00",NA,NA,6,4,278,1,3,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0.06,"Not displayed","True",9583.333333,"A3A23365984305581EF2551",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,92,1901,10000,"2006-07-17 00:00:00","Q3 2006","233B336466888454129EE82",57.64,12688.13,10000,2688.13,-81.4,-299.78,0,0,0,1,0,0,0,44
"41","10A43601079743929992413",1167746,"2014-01-27 12:02:57.523000000","",60,"Current","",0.1963,0.1725,0.1625,0.15163,0.0724,0.07923,4,"C",4,1,"WA","Other","Self-employed",276,"False","False","","2014-01-25 10:47:25",680,699,"1985-12-20 00:00:00",10,9,28,10,1233,0,2,0,0,0,0,0,61284,0.46,69166,28,1,2,NA,"$100,000+","False",12750,"91A33705770133108E299C1",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2,129161,15000,"2014-01-29 00:00:00","Q1 2014","ACFF370458072043753CE79",374.81,374.81,162.14,212.67,-12.33,0,0,0,0,1,0,0,0,3
"42","10A635483653880905FC2D6",594297,"2012-05-30 11:08:43.140000000","",60,"Current","",0.23318,0.2085,0.1985,0.195,0.0565,0.1385,5,"B",8,7,"MI","Other","Employed",76,"True","False","","2012-05-30 07:36:55",700,719,"1986-01-16 00:00:00",9,7,44,4,80,1,5,0,0,1,1,0,2460,0.69,290,39,0.76,3,0.08,"$100,000+","True",9000,"1CCC3653208342304ED7D0E",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,21,67402,13000,"2012-06-06 00:00:00","Q2 2012","F58F35493148909748E758E",350.6,7012,2941.26,4070.74,-195.26,0,0,0,0,1,0,0,0,181
"43","10AD33803102786533722BB",93263,"2007-02-04 17:24:27.850000000","HR",36,"Chargedoff","2008-08-08 00:00:00",0.303,0.29,0.285,NA,NA,NA,NA,"",NA,0,"","Other","Not available",NA,"False","False","","2007-02-03 20:57:08.027000000",520,539,"1997-10-24 00:00:00",NA,NA,20,0,0,1,9,14,NA,3,0,NA,NA,NA,NA,NA,NA,NA,0.27,"Not displayed","True",416.666667,"2D433381278297817311230",NA,NA,NA,NA,NA,NA,NA,NA,2161,18,85,7286,1500,"2007-02-09 00:00:00","Q1 2007","5CCA33798155110380A1C68",62.86,817.18,403.08,414.1,-7.14,0,1096.92,1096.92,0,1,0,0,0,15
"44","10B93591610781064F9C46B",943697,"2013-10-08 13:48:43.950000000","",36,"Current","",0.2129,0.176,0.166,0.15519,0.0699,0.08529,4,"C",6,1,"KS","Clergy","Employed",25,"False","False","","2013-09-30 07:41:22",640,659,"2005-01-01 00:00:00",9,9,15,7,152,0,11,0,0,0,0,0,5985,0.74,2025,15,0.8,0,0.1,"$50,000-74,999","True",4333.333333,"A2043695797690049691D2F",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,5,105413,5000,"2013-10-10 00:00:00","Q4 2013","EDB63694934266244F81852",179.76,719.04,432.03,287.01,-16.3,0,0,0,0,1,0,0,0,5
"45","0F823581900037042AC6A5E",816108,"2013-06-20 09:48:03.017000000","",36,"Current","",0.21025,0.1734,0.1634,0.1536,0.0624,0.0912,4,"C",5,1,"WA","Professional","Employed",32,"True","False","","2013-06-20 14:06:55",720,739,"1982-02-01 00:00:00",14,12,31,12,1125,1,3,0,0,0,0,0,34881,0.91,3041,31,1,1,0.19,"$100,000+","True",8916.666667,"354A3685962127703EED1B7",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,9,94349,16000,"2013-06-27 00:00:00","Q2 2013","08D33582288493177902D72",573.15,4577.5989,2840.74,1736.8589,-100.6,0,0,0,0,1,0,0,0,1
"46","0F843574249889932A8662E",741867,"2013-04-01 05:20:57.110000000","",60,"Current","",0.13227,0.1099,0.0999,0.0965,0.0299,0.0666,6,"A",7,1,"NV","Executive","Employed",28,"True","False","","2013-04-01 05:20:54",740,759,"1973-09-01 00:00:00",13,13,53,15,471,1,6,1,2629,4,0,0,18590,0.63,10735,50,0.9,1,0.13,"$100,000+","True",16000,"D6903678623932427B6BA89",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,11,87756,25000,"2013-04-10 00:00:00","Q2 2013","E44D3575059558536DE31BF",543.44,5434.4,3264.76,2169.64,-197.42,0,0,0,0,1,0,0,0,515
"47","0F8B34281015537050D4FEC",378497,"2008-08-05 19:42:49.197000000","C",36,"Completed","2010-01-29 00:00:00",0.1717,0.15,0.14,NA,NA,NA,NA,"",NA,1,"IL","Accountant/CPA","Full-time",32,"False","True","AD9A3400384972497EDAD38","2008-08-05 19:36:35.233000000",660,679,"1999-05-18 00:00:00",10,9,28,6,151,1,7,0,0,29,0,0,4519,0.68,2031,27,0.81,0,0.27,"$25,000-49,999","True",3166.666667,"14EE3428953999691D705E3",1,9,9,0,0,6000,4317.11,0,0,NA,67,35508,4000,"2008-08-15 00:00:00","Q3 2008","98C934028624318592C6882",138.66,4667.64,4000,667.64,-44.51,0,0,0,0,1,2,1,789.59,103
"48","0F8B3577039176552F6CC26",765126,"2013-05-01 08:18:59.183000000","",36,"Current","",0.15833,0.1299,0.1199,0.1148,0.0399,0.0749,6,"A",8,1,"CO","Professional","Employed",90,"True","True","52EA3425051368132B80C96","2013-05-01 08:18:52",680,699,"1996-08-03 00:00:00",15,15,33,11,561,2,3,0,0,0,0,0,20812,0.84,3595,27,0.88,2,0.35,"$50,000-74,999","True",5416.666667,"76BB3680997666469826273",3,20,20,0,0,27000,11308.14,14,0,NA,10,90027,15000,"2013-05-13 00:00:00","Q2 2013","78E3342690661185038B6FA",505.34,4737.38,3439.32,1298.06,-99.94,0,0,0,0,1,1,0,0,1
"49","0F923587782964897A58B1B",875992,"2013-08-20 19:25:08.830000000","",60,"Current","",0.17522,0.1519,0.1419,0.135,0.0474,0.0876,5,"B",6,1,"NJ","Attorney","Employed",10,"True","False","","2013-08-20 19:28:51",720,739,"1994-09-01 00:00:00",19,17,41,7,846,0,0,0,0,0,0,0,153812,0.97,3507,39,0.94,1,0.25,"$100,000+","True",14583.333333,"E60D3691534567941518FEF",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,7,100426,15000,"2013-08-28 00:00:00","Q3 2013","88CC3586699121406894A4C",358.35,2150.0975,1034.05,1116.0475,-62.49,0,0,0,0,1,0,0,0,1
"50","0F9D3585166658459B9AC30",860928,"2013-08-05 17:38:57.243000000","",60,"Current","",0.11695,0.0949,0.0849,0.0827,0.0224,0.0603,6,"A",10,1,"NV","Professional","Employed",145,"True","False","","2013-08-06 11:02:24",780,799,"1995-08-29 00:00:00",11,10,30,9,1010,0,2,0,0,1,0,0,42592,0.36,66742,26,0.92,0,0.21,"$75,000-99,999","True",7458.333333,"4B7D3690967382210BC1EE9",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,7,99129,25000,"2013-08-21 00:00:00","Q3 2013","42F63584959678531EA5F76",524.92,3149.52,1993.02,1156.5,-121.87,0,0,0,0,1,0,0,0,481
"51","0FA035965589061761C3D7A",1081059,"2013-12-12 08:52:08.730000000","",60,"Current","",0.23984,0.215,0.205,0.18828,0.1025,0.08578,3,"D",5,1,"TX","Nurse (RN)","Employed",43,"True","False","","2013-12-01 09:30:48",640,659,"1993-10-06 00:00:00",12,11,48,10,347,1,9,2,579,18,0,0,3706,0.37,3414,40,0.76,1,0.12,"$75,000-99,999","True",7916.666667,"57B83701692485453F2751B",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,3,122926,10000,"2013-12-19 00:00:00","Q4 2013","F4423700140409874BD514D",273.35,540.8096,183.15,357.6596,-16.91,0,0,0,0,1,0,0,0,1
"52","0FA935298156996977CF764",536427,"2011-10-30 17:25:09.443000000","",36,"Current","",0.202,0.1799,0.1699,0.1669,0.0595,0.1074,5,"B",8,1,"AR","Nurse (RN)","Employed",0,"True","False","","2011-10-30 17:25:05",640,659,"1994-05-02 00:00:00",5,5,27,3,73,1,2,0,0,0,1,0,1287,0.91,113,20,0.95,1,0.11,"$50,000-74,999","True",4853.333333,"50AE363406953988501A07E",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,28,55623,2500,"2011-11-07 00:00:00","Q4 2011","DFD93530337377241316099",90.37,2439.99,1743.39,696.6,-38.69,0,0,0,0,1,0,0,0,51
"53","0FAA357428986754861A3E6",733454,"2013-03-20 14:08:52.343000000","",36,"Current","",0.14348,0.1153,0.1053,0.1015,0.0324,0.0691,6,"A",6,1,"MI","Other","Employed",209,"True","False","","2013-03-10 17:15:33",720,739,"1984-04-01 00:00:00",9,9,47,7,445,0,17,0,0,0,1,0,7465,0.61,3881,40,0.97,0,0.28,"$75,000-99,999","True",8166.666667,"8C9F367865020548458A3B8",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,12,87340,7000,"2013-03-27 00:00:00","Q1 2013","01C73573742344881C0C482",230.93,2540.23,1884.63,655.6,-56.88,0,0,0,0,1,0,0,0,87
"54","0FA3356960850383539D362",706745,"2013-02-01 12:40:21.387000000","",36,"Current","",0.31032,0.2712,0.2612,0.2382,0.1275,0.1107,2,"E",4,1,"SC","Accountant/CPA","Employed",76,"False","False","","2013-02-01 12:38:45",640,659,"1998-11-05 00:00:00",4,4,9,3,96,0,1,1,67,0,1,0,2599,0.87,90,6,0.71,0,0.17,"$25,000-49,999","True",4056,"0C4836737603930356A4E05",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,13,85084,3000,"2013-02-05 00:00:00","Q1 2013","4D7835689959414258DF88D",122.67,1472.04,748.54,723.5,-26.69,0,0,0,0,1,0,0,0,65
"55","0FBC3556025226720BE6DD4",629058,"2012-08-26 09:43:38.643000000","",60,"Current","",0.20931,0.1852,0.1752,0.1721,0.0449,0.1272,5,"B",5,2,"WI","Executive","Employed",61,"True","False","","2012-08-26 09:43:36",720,739,"1986-09-01 00:00:00",14,9,42,4,146,5,8,0,0,2,0,0,2972,0.45,3528,26,0.76,1,0.16,"$100,000+","True",10000,"3DAD365965028000797A896",1,9,8,1,0,8000,6384.14,59,0,NA,19,73248,18000,"2012-08-31 00:00:00","Q3 2012","06213530606388324B02BDB",462.19,8304.42,3785.21,4519.21,-244.02,0,0,0,0,1,0,0,0,4
"56","0FC13592826344497AFB874",992574,"2013-10-21 11:24:44.110000000","",36,"Current","",0.17601,0.1399,0.1299,0.1238,0.0449,0.0789,5,"B",7,1,"GA","Retail Management","Employed",51,"False","False","","2013-10-21 11:24:47",660,679,"1989-05-02 00:00:00",9,9,57,13,388,0,2,0,0,42,1,0,9037,0.57,3538,54,0.74,2,0.22,"$25,000-49,999","True",3416.666667,"E6BB3697420253017071720",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,4,108557,10000,"2013-11-01 00:00:00","Q4 2013","6AE736964638643853D80C8",341.73,1363.0871,922.34,440.7471,-31.78,0,0,0,0,1,0,0,0,1
"57","0FD235896044348280704B9",894247,"2013-09-16 04:38:51.517000000","",36,"Current","",0.22415,0.187,0.177,0.16468,0.0774,0.08728,4,"C",4,1,"IL","Retail Management","Employed",179,"False","False","","2013-09-16 04:38:53",680,699,"1997-07-21 00:00:00",7,7,19,4,151,0,7,0,0,0,1,0,4231,0.91,298,18,0.94,1,0.37,"$50,000-74,999","True",4734.333333,"6D883694285320666768869",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,6,102095,15000,"2013-09-19 00:00:00","Q3 2013","880F369342648811792BBB7",547.57,2722.85,1564.63,1158.22,-60.47,-93.09,0,0,0,1,0,0,0,77
"58","0FEA35330893790885F63E8",540655,"2011-11-22 14:13:53.397000000","",36,"Chargedoff","2013-05-22 00:00:00",0.29394,0.2552,0.2452,0.2392,0.119,0.1202,3,"D",5,1,"NY","Construction","Employed",155,"True","False","","2011-12-31 13:09:59",720,739,"1992-04-20 00:00:00",18,14,37,14,331,7,11,0,0,0,0,0,8477,0.59,4444,27,0.96,0,0.15,"$100,000+","True",9166.666667,"3F2936403268585514E9BDD",NA,NA,NA,NA,NA,NA,NA,NA,414,17,26,59180,2000,"2012-01-20 00:00:00","Q1 2012","42923531265816888629D0D",80.07,890.63,430.97,459.66,-17.43,0,1569.03,1569.03,0,1,0,0,0,2
"59","0FF735841515827770331DF",847219,"2013-07-22 08:03:33.437000000","",60,"Current","",0.17522,0.1519,0.1419,0.135,0.0474,0.0876,5,"B",6,1,"IL","Clergy","Employed",89,"False","False","","2013-07-22 08:03:24",720,739,"1993-03-01 00:00:00",7,6,22,5,492,0,3,0,0,0,0,0,8764,0.32,16098,22,0.95,0,0.25,"$50,000-74,999","True",4666.666667,"7BA83687804638461B3FFB1",1,1,1,0,0,15000,0,27,0,NA,8,96291,8000,"2013-07-24 00:00:00","Q3 2013","51843540642285675BCF4C2",191.12,1337.84,646.4,691.44,-45.52,0,0,0,0,1,0,0,0,82
"60","100634009060155161268D8",203384,"2007-09-18 13:19:02.487000000","C",36,"Completed","2010-09-26 00:00:00",0.16717,0.16,0.15,NA,NA,NA,NA,"",NA,0,"IL","Other","Full-time",80,"False","False","","2007-09-18 12:19:28.027000000",640,659,"1999-02-02 00:00:00",13,7,25,6,403,2,2,0,0,2,0,0,11540,0.41,10778,23,0.91,1,0.37,"$25,000-49,999","True",2750,"78F93400031366889D47550",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,78,19632,7000,"2007-09-26 00:00:00","Q3 2007","D23A3400133972126A51A5C",244.47,8861.23,6999.8,1861.43,-116.33,0,0,0,0,1,0,0,0,193
"61","101735933549003126EF74E",975109,"2013-11-02 17:09:05.430000000","",60,"Current","",0.19323,0.1695,0.1595,0.14963,0.0649,0.08473,4,"C",7,1,"IL","Teacher","Employed",195,"True","False","","2013-11-02 17:09:08",700,719,"1994-06-23 00:00:00",10,9,35,8,1047,0,2,0,0,0,0,0,45348,0.89,5271,25,1,1,0.29,"$75,000-99,999","True",7500,"59783696532265529C67ABE",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,4,110050,25000,"2013-11-07 00:00:00","Q4 2013","5EF236964523876349B5414",620.64,1850.3104,805.48,1044.8304,-62.33,0,0,0,0,1,0,0,0,1
"62","10223596029543318E1A9FB",1053659,"2013-12-05 11:15:32.567000000","",36,"Current","",0.16324,0.1274,0.1174,0.1121,0.0424,0.0697,5,"B",8,19,"DE","Analyst","Employed",103,"True","False","","2013-12-05 11:15:38",660,679,"1988-02-01 00:00:00",6,5,62,6,76,4,13,20,72705,72,2,0,414,0.19,1215,47,0.74,2,0.03,"$75,000-99,999","True",7108.333333,"D33D37012238113149FE245",2,4,4,0,0,19000,0.01,NA,0,NA,3,119808,2000,"2013-12-09 00:00:00","Q4 2013","390F3425936978880F70527",67.14,133.5819,91.49,42.0919,-3.36,0,0,0,0,1,0,0,0,1
"63","0F183387070536545CB7D86",120164,"2007-04-06 23:07:37.940000000","D",36,"Chargedoff","2009-11-24 00:00:00",0.23748,0.23,0.21,NA,NA,NA,NA,"",NA,0,"CA","Other","Full-time",16,"False","True","B5F93364617561572C32B6D","2007-03-18 21:48:08.060000000",600,619,"1998-12-04 00:00:00",12,10,24,10,1402,3,6,0,0,0,0,0,47816,0.89,5874,23,1,0,0.59,"$50,000-74,999","True",3891.666667,"0378338759198235096D61F",NA,NA,NA,NA,NA,NA,NA,NA,1688,31,83,13475,23500,"2007-04-26 00:00:00","Q2 2007","E36E33838034687974BB585",909.68,23511.66,14754.94,8756.72,-324.49,-523.49,8787.08,8745.06,0,1,0,0,0,384
"64","0F1A336989050248528ED31",45641,"2006-10-07 00:32:48.020000000","D",36,"Completed","2007-04-13 00:00:00",0.29776,0.29,0.285,NA,NA,NA,NA,"",NA,0,"MO","Analyst","Not available",NA,"True","False","","2006-10-06 23:45:18.010000000",620,639,"2000-05-16 00:00:00",NA,NA,34,3,376,7,20,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,0.25,"Not displayed","True",7500,"CB203371350913895324563",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,89,3919,6000,"2006-10-13 00:00:00","Q4 2006","F2ED33702553061007F57C0",251.43,6828.36,6000,828.36,-14.28,0,0,0,0,1,0,0,0,41
"65","0F1B35892502944590155D8",928062,"2013-09-26 11:16:17.373000000","",36,"Current","",0.30899,0.2699,0.2599,0.23673,0.1325,0.10423,2,"E",4,1,"NJ","Sales - Commission","Employed",3,"True","False","","2013-09-18 12:34:57",680,699,"1999-06-14 00:00:00",8,8,17,5,370,1,4,0,0,0,0,0,11229,0.81,2258,15,0.93,0,0.42,"$25,000-49,999","True",3166.666667,"10A236940818811691F0BA2",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,5,105188,5000,"2013-10-09 00:00:00","Q4 2013","12533694147620157C2A74E",204.1,812.7027,374.24,438.4627,-16.39,0,0,0,0,1,0,0,0,1
"66","0F1B3603414231556D2BFFD",1233194,"2014-03-05 13:32:18.183000000","",36,"Current","",0.19744,0.1605,0.1505,0.14089,0.0674,0.07349,4,"C",4,1,"CA","Other","Other",427,"True","False","","2014-02-14 14:06:03",660,679,"1973-10-01 00:00:00",14,14,35,15,464,2,6,1,52379,4,0,0,15885,0.68,7165,34,0.97,3,0.21,"$50,000-74,999","True",4666.666667,"3FAB3707803011055B68140",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,135763,15000,"2014-03-07 00:00:00","Q1 2014","6AF53705675779645277758",527.73,0,0,0,0,0,0,0,0,1,0,0,0,1
"67","0F1D338731363098438C9F5",122819,"2007-04-12 17:00:57.690000000","D",36,"Completed","2010-04-17 00:00:00",0.16802,0.15,0.12,NA,NA,NA,NA,"",NA,0,"NE","Other","Not employed",1,"False","True","EE3833815612811323B64D2","2007-03-26 12:16:26.363000000",620,639,"1991-09-16 00:00:00",4,3,14,1,16,0,2,1,111,12,1,0,1593,0.07,19407,13,0.53,0,0.2,"Not employed","True",860,"A3F63386180661716E55843",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,83,12918,1000,"2007-04-17 00:00:00","Q2 2007","344C3384310377315F39A56",0,1440.27,958.4,481.87,-6.39,-33.29,0,0,0,1,0,0,0,1
"68","0F2535122339224397B0FB9",499401,"2011-03-25 17:20:01.857000000","",12,"Completed","2012-03-26 00:00:00",0.35843,0.2669,0.2569,0.2452,0.13,0.1152,2,"E",3,1,"CA","Professional","Employed",70,"False","False","","2011-06-08 11:59:05",600,619,"2000-09-05 00:00:00",14,13,54,14,359,2,7,0,0,0,0,0,17778,0.94,955,25,0.92,0,0.28,"$50,000-74,999","True",4777,"338F36217851092295848B8",1,12,12,0,0,6000,4509.4,-25,0,NA,33,50675,3000,"2011-06-27 00:00:00","Q2 2011","A5423484116489237A78F52",287.6,3394.57,3000,394.57,-14.79,0,0,0,0,1,0,0,0,32
"69","0F2F338417457873000F9A3",111744,"2007-03-15 21:00:17.840000000","E",36,"Completed","2010-03-17 00:00:00",0.21554,0.197,0.167,NA,NA,NA,NA,"",NA,0,"","Nurse's Aide","Full-time",34,"True","True","5EA73366320555283BA0246","2007-03-05 10:14:03.520000000",580,599,"2003-09-09 00:00:00",21,15,30,6,134,0,23,1,169,0,0,0,3735,0.9,181,27,0.92,3,0.45,"$25,000-49,999","True",2750,"F5A23384270080447F788CB",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,84,9365,1000,"2007-03-27 00:00:00","Q1 2007","336E33820805170281F7956",37.01,1294.98,1000,294.98,-16.67,0,0,0,0,1,0,0,0,23
"70","0F37360159310530849DA23",1162592,"2014-01-25 12:07:54.537000000","",60,"Current","",0.13636,0.1139,0.1039,0.09989,0.0349,0.06499,6,"A",11,1,"IL","Investor","Self-employed",12,"True","True","","2014-01-25 11:51:41",700,719,"1995-08-01 00:00:00",5,5,21,3,373,0,2,0,0,0,0,0,19961,0.79,5039,21,1,0,NA,"$25,000-49,999","False",2700,"B08137048491184083D747A",3,16,16,0,0,7861,0.02,NA,0,NA,2,128889,9000,"2014-01-29 00:00:00","Q1 2014","87D0340317005703964722E",197.44,194.6315,115.99,78.6415,-7.15,0,0,0,0,1,0,0,0,1
"71","0F3835813277303416C07A2",818044,"2013-06-21 17:53:40.493000000","",36,"Current","",0.24246,0.2049,0.1949,0.1808,0.0824,0.0984,4,"C",6,1,"MD","Retail Management","Employed",37,"False","False","","2013-06-21 20:11:21",640,659,"2005-03-31 00:00:00",12,12,22,4,140,0,1,0,0,0,0,0,7101,0.76,2149,12,1,0,0.17,"$50,000-74,999","True",4500,"FD85368751014889686060E",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8,95011,10000,"2013-07-03 00:00:00","Q3 2013","74FC3582546507228DA3455",374.14,2987.5063,1727.54,1259.9663,-61.76,0,0,0,0,1,0,0,0,1
"72","0DD23561917467486206661",658787,"2012-10-23 13:43:45.530000000","",36,"Current","",0.35797,0.3177,0.3077,0.2799,0.1625,0.1174,1,"HR",4,13,"CA","Other","Employed",141,"True","False","","2012-10-23 13:43:42",760,779,"1992-02-01 00:00:00",20,14,75,13,219,2,11,0,0,4,0,0,7610,0.39,11195,72,1,0,0.53,"$25,000-49,999","True",2916.666667,"668B36670958360892E4068",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,16,77739,2774,"2012-11-15 00:00:00","Q4 2012","AF7235607399347974B8110",120.47,1807.05,840.76,966.29,-30.43,0,0,0,0,0.9247,0,0,0,49
"73","0DDD3513251820967144478",503744,"2011-04-24 12:00:31.987000000","",36,"Completed","2013-03-12 00:00:00",0.2951,0.2599,0.2499,0.2437,0.112,0.1317,3,"D",6,7,"FL","Other","Employed",34,"False","False","","2011-04-24 12:00:18",660,679,"1999-07-01 00:00:00",9,7,20,6,345,2,5,1,73,1,1,0,11108,0.63,4814,18,0.7,0,0.1,"$100,000+","True",8333.333333,"09F736208021494644A2285",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,34,49827,4500,"2011-05-27 00:00:00","Q2 2011","CE1735135686921923F92C5",181.28,6139.2,4500,1639.2,-63.07,0,0,0,0,1,0,0,0,49
"74","0DE83585214289256D08313",842723,"2013-07-17 14:06:43.230000000","",36,"Current","",0.26528,0.2272,0.2172,0.2,0.0975,0.1025,3,"D",3,1,"MD","Other","Employed",84,"True","False","","2013-07-17 13:16:22",700,719,"1988-08-01 00:00:00",7,5,34,2,53,1,2,3,155578,64,0,0,408,0.86,55,29,0.75,1,0.11,"$50,000-74,999","True",6000,"42A93687580324146550779",NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8,96152,4000,"2013-07-19 00:00:00","Q3 2013","169D35079759285297B895C",154.26,1064.82,560.28,504.54,-22.2,0,0,0,0,1,0,0,0,40
"75","0DEB351032566848818E832",496566,"2011-03-04 14:21:40.320000000","",36,"Chargedoff","2013-09-15 00:00:00",0.35643,0.3199,0.3099,0.2957,0.147,0.1487,2,"E",5,7,"FL","Fireman","Employed",213,"True","False","","2011-03-04 14:21:29",680,699,"1990-02-01 00:00:00",4,5,53,3,52,1,3,6,5256,5,1,0,892,0.19,2006,50,0.7,1,0.21,"$50,000-74,999","True",5314.25,"1A213613553764272F57CA8",NA,NA,NA,NA,NA,NA,NA,NA,298,30,36,47762,2500,"2011-03-16 00:00:00","Q1 2011","897435091439358025BC0F7",108.87,2721.75,1468.11,1253.64,-39.2,0,1031.89,1031.89,0,1,0,0,0,50
"76","0DF535815829610812D7705",813784,"2013-06-18 15:19:26.643000000","",36,"Chargedoff","2014-01-01 00:00:00",0.32538,0.2859,0.2759,0.2512,0.1375,0.1137,2,"E",2,19,"KS","Skilled Labor","Employed",72,"False","False","","2013-06-18 15:19:13",660,679,"2000-10-26 00:00:00",8,8,15,6,162,1,2,0,0,0,1,0,3208,0.53,2408,14,1,2,0.26,"$50,000-74,999","True",4750,"134B3686263955602D5ECB3",NA,NA,NA,NA,NA,NA,NA,NA,190,6,8,94640,4000,"2013-07-01 00:00:00","Q3 2013","61F03581038012348DB3750",166.73,166.73,69.6,97.13,-3.4,0,3930.4,3930.4,0,1,0,0,0,42
